Contract Name,Written By,Etherscan Tag,Identity,Public on ES,contract_address,creation_time_stamp,transaction_hash,deployed_by,num_transactions,ABI
,,,,FALSE,0xfe402873530f21794384917d1c2fc37c65ba20c4,2021-01-21T07:39:49Z,0xd2c4a36066c5b17d43257624e9f3aa6d58326687c0a6f67da8712e1df89958b6,0x9ae9dd1d0c48aaa599f57285d8a07c683b677d5c,3,
,,,,FALSE,0xaf7ecdcf9488bb76ed6b39e31edcff605e3a8c90,2021-01-21T08:27:48Z,,0x9ae9dd1d0c48aaa599f57285d8a07c683b677d5c,0,
,,,,FALSE,0xc14614ca86041b83816c5a8800cf87ff7eb9085d,2021-01-21T08:29:19Z,,0x9ae9dd1d0c48aaa599f57285d8a07c683b677d5c,0,
,,,,FALSE,0xc11d83a7fa7e8e0abb2780222a15a798c25c9a96,2021-01-21T08:33:31Z,0x5087607d37abe1fdb44850cc64c56d2525e8f9caa4b4b4064f99eefa43523c62,0x9ae9dd1d0c48aaa599f57285d8a07c683b677d5c,2,
,,,,FALSE,0x9578ef2ab794276c698877af6a7a8afae43528a1,2021-01-21T08:53:33Z,,0xcdfdf9a300403d07be49a1f67874915c31234ca7,0,
,,,,FALSE,0x1d000df7cdf7cf6baa51553c5ae4723f5dd6a4ba,2021-01-21T08:54:22Z,,0xcdfdf9a300403d07be49a1f67874915c31234ca7,0,
,,,,FALSE,0xb47e49da7bb9d64533e14bbb373eb55d52a2b8f6,2021-01-21T09:09:37Z,0xb71424edf8fc4058e42786d9feaab329cc6a3392a5d16da3ad49e24779776696,0xcdfdf9a300403d07be49a1f67874915c31234ca7,1,
,,,,FALSE,0xc4eb4781436362600edee633ac656d649109ecbf,2021-01-21T09:24:57Z,,0x29fd05ec26e64d73f60fa6e83fd2aeb9ceb4a22f,0,
Verifier,Chrisitian Reitwiessner,,Circom Groth16,TRUE,0x7036a0555637b88c5a68c2a39799c7a9ab858c60,2021-01-21T09:26:04Z,,0x29fd05ec26e64d73f60fa6e83fd2aeb9ceb4a22f,0,"[{""constant"":true,""inputs"":[{""internalType"":""bytes"",""name"":""proof"",""type"":""bytes""},{""internalType"":""uint256[6]"",""name"":""inputs"",""type"":""uint256[6]""}],""name"":""verifyProof"",""outputs"":[{""internalType"":""bool"",""name"":""r"",""type"":""bool""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""uint256[2]"",""name"":""a"",""type"":""uint256[2]""},{""internalType"":""uint256[2][2]"",""name"":""b"",""type"":""uint256[2][2]""},{""internalType"":""uint256[2]"",""name"":""c"",""type"":""uint256[2]""},{""internalType"":""uint256[6]"",""name"":""input"",""type"":""uint256[6]""}],""name"":""verifyProof"",""outputs"":[{""internalType"":""bool"",""name"":""r"",""type"":""bool""}],""payable"":false,""stateMutability"":""view"",""type"":""function""}]"
ERC20Tornado,Tornado.Cash,,,TRUE,0x8227f4bdfc0c0ee9764a8870070c364460f1e80e,2021-01-21T09:30:03Z,0xda18d78f9fb4025ba91bf9597a26743055ea40f1c1ca4dfd92a52235558e2ba2,0x29fd05ec26e64d73f60fa6e83fd2aeb9ceb4a22f,3,"[{""inputs"":[{""internalType"":""contract IVerifier"",""name"":""_verifier"",""type"":""address""},{""internalType"":""uint256"",""name"":""_denomination"",""type"":""uint256""},{""internalType"":""uint32"",""name"":""_merkleTreeHeight"",""type"":""uint32""},{""internalType"":""address"",""name"":""_operator"",""type"":""address""},{""internalType"":""address"",""name"":""_governance"",""type"":""address""},{""internalType"":""address"",""name"":""_reserve"",""type"":""address""},{""internalType"":""address"",""name"":""_token"",""type"":""address""}],""payable"":false,""stateMutability"":""nonpayable"",""type"":""constructor""},{""anonymous"":false,""inputs"":[{""indexed"":true,""internalType"":""bytes32"",""name"":""commitment"",""type"":""bytes32""},{""indexed"":false,""internalType"":""uint32"",""name"":""leafIndex"",""type"":""uint32""},{""indexed"":false,""internalType"":""uint256"",""name"":""timestamp"",""type"":""uint256""}],""name"":""Deposit"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":true,""internalType"":""address"",""name"":""recipient"",""type"":""address""},{""indexed"":false,""internalType"":""bytes32"",""name"":""nullifierHash"",""type"":""bytes32""},{""indexed"":false,""internalType"":""uint256"",""name"":""timestamp"",""type"":""uint256""}],""name"":""StakedWithdrawal"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":true,""internalType"":""address"",""name"":""recipient"",""type"":""address""},{""indexed"":false,""internalType"":""bytes32"",""name"":""nullifierHash"",""type"":""bytes32""}],""name"":""UnstakedWithdrawal"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":false,""internalType"":""address"",""name"":""to"",""type"":""address""},{""indexed"":false,""internalType"":""bytes32"",""name"":""nullifierHash"",""type"":""bytes32""},{""indexed"":true,""internalType"":""address"",""name"":""relayer"",""type"":""address""},{""indexed"":false,""internalType"":""uint256"",""name"":""fee"",""type"":""uint256""}],""name"":""Withdrawal"",""type"":""event""},{""constant"":true,""inputs"":[],""name"":""FIELD_SIZE"",""outputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""ROOT_HISTORY_SIZE"",""outputs"":[{""internalType"":""uint32"",""name"":"""",""type"":""uint32""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""ZERO_VALUE"",""outputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""address"",""name"":""_newOperator"",""type"":""address""}],""name"":""changeOperator"",""outputs"":[],""payable"":false,""stateMutability"":""nonpayable"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""name"":""commitments"",""outputs"":[{""internalType"":""bool"",""name"":"""",""type"":""bool""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""currentRootIndex"",""outputs"":[{""internalType"":""uint32"",""name"":"""",""type"":""uint32""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""denomination"",""outputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""bytes32"",""name"":""_commitment"",""type"":""bytes32""}],""name"":""deposit"",""outputs"":[],""payable"":true,""stateMutability"":""payable"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""name"":""filledSubtrees"",""outputs"":[{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""getLastRoot"",""outputs"":[{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""getStakedCount"",""outputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""governance"",""outputs"":[{""internalType"":""address"",""name"":"""",""type"":""address""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""bytes32"",""name"":""_left"",""type"":""bytes32""},{""internalType"":""bytes32"",""name"":""_right"",""type"":""bytes32""}],""name"":""hashLeftRight"",""outputs"":[{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""payable"":false,""stateMutability"":""pure"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""bytes32"",""name"":""_root"",""type"":""bytes32""}],""name"":""isKnownRoot"",""outputs"":[{""internalType"":""bool"",""name"":"""",""type"":""bool""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""bytes32"",""name"":""_nullifierHash"",""type"":""bytes32""}],""name"":""isSpent"",""outputs"":[{""internalType"":""bool"",""name"":"""",""type"":""bool""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""bytes32[]"",""name"":""_nullifierHashes"",""type"":""bytes32[]""}],""name"":""isSpentArray"",""outputs"":[{""internalType"":""bool[]"",""name"":""spent"",""type"":""bool[]""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""levels"",""outputs"":[{""internalType"":""uint32"",""name"":"""",""type"":""uint32""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""nextIndex"",""outputs"":[{""internalType"":""uint32"",""name"":"""",""type"":""uint32""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""name"":""nullifierHashes"",""outputs"":[{""internalType"":""bool"",""name"":"""",""type"":""bool""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""operator"",""outputs"":[{""internalType"":""address"",""name"":"""",""type"":""address""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""reserve"",""outputs"":[{""internalType"":""address"",""name"":"""",""type"":""address""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""rewarder"",""outputs"":[{""internalType"":""contract IReward"",""name"":"""",""type"":""address""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""name"":""roots"",""outputs"":[{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""contract IERC20"",""name"":""_token"",""type"":""address""},{""internalType"":""uint256"",""name"":""amount"",""type"":""uint256""}],""name"":""seize"",""outputs"":[],""payable"":false,""stateMutability"":""nonpayable"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""address"",""name"":""_governance"",""type"":""address""}],""name"":""setGovernance"",""outputs"":[],""payable"":false,""stateMutability"":""nonpayable"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""address"",""name"":""_newReserve"",""type"":""address""}],""name"":""setReserveAddress"",""outputs"":[],""payable"":false,""stateMutability"":""nonpayable"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""uint256"",""name"":""_withdrawalFee"",""type"":""uint256""}],""name"":""setWithdrawalFee"",""outputs"":[],""payable"":false,""stateMutability"":""nonpayable"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""bytes"",""name"":""_proof"",""type"":""bytes""},{""internalType"":""bytes32"",""name"":""_root"",""type"":""bytes32""},{""internalType"":""bytes32"",""name"":""_nullifierHash"",""type"":""bytes32""},{""internalType"":""address payable"",""name"":""_recipient"",""type"":""address""}],""name"":""stakeWithdraw"",""outputs"":[],""payable"":true,""stateMutability"":""payable"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""name"":""stakedNullifierHashOwner"",""outputs"":[{""internalType"":""address"",""name"":"""",""type"":""address""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""address"",""name"":"""",""type"":""address""},{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""name"":""stakedNullifierHashes"",""outputs"":[{""internalType"":""bool"",""name"":"""",""type"":""bool""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""token"",""outputs"":[{""internalType"":""address"",""name"":"""",""type"":""address""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""bytes32"",""name"":""_nullifierHash"",""type"":""bytes32""}],""name"":""unstakeAndWithdraw"",""outputs"":[],""payable"":true,""stateMutability"":""payable"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""address"",""name"":""_newRewarder"",""type"":""address""}],""name"":""updateRewarder"",""outputs"":[],""payable"":false,""stateMutability"":""nonpayable"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""address"",""name"":""_newVerifier"",""type"":""address""}],""name"":""updateVerifier"",""outputs"":[],""payable"":false,""stateMutability"":""nonpayable"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""verifier"",""outputs"":[{""internalType"":""contract IVerifier"",""name"":"""",""type"":""address""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""bytes"",""name"":""_proof"",""type"":""bytes""},{""internalType"":""bytes32"",""name"":""_root"",""type"":""bytes32""},{""internalType"":""bytes32"",""name"":""_nullifierHash"",""type"":""bytes32""},{""internalType"":""address payable"",""name"":""_recipient"",""type"":""address""},{""internalType"":""address payable"",""name"":""_relayer"",""type"":""address""},{""internalType"":""uint256"",""name"":""_fee"",""type"":""uint256""},{""internalType"":""uint256"",""name"":""_refund"",""type"":""uint256""}],""name"":""withdraw"",""outputs"":[],""payable"":true,""stateMutability"":""payable"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""withdrawalFee"",""outputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""withdrawalMax"",""outputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""name"":""zeros"",""outputs"":[{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""payable"":false,""stateMutability"":""view"",""type"":""function""}]"
ETHTornado,Tornado.Cash,Typhoon.Cash: 1 ETH,,TRUE,0x9cdb933edab885bb767658b9ed5c3800bc1d761b,2021-01-21T09:47:00Z,0xfff51f0fb2680c3914523b445a9bb6e3b9864dadd4c62bac477280e1ccb4b00e,0x29fd05ec26e64d73f60fa6e83fd2aeb9ceb4a22f,2371,"[{""inputs"":[{""internalType"":""contract IVerifier"",""name"":""_verifier"",""type"":""address""},{""internalType"":""uint256"",""name"":""_denomination"",""type"":""uint256""},{""internalType"":""uint32"",""name"":""_merkleTreeHeight"",""type"":""uint32""},{""internalType"":""address"",""name"":""_operator"",""type"":""address""},{""internalType"":""address"",""name"":""_governance"",""type"":""address""},{""internalType"":""address"",""name"":""_reserve"",""type"":""address""}],""payable"":false,""stateMutability"":""nonpayable"",""type"":""constructor""},{""anonymous"":false,""inputs"":[{""indexed"":true,""internalType"":""bytes32"",""name"":""commitment"",""type"":""bytes32""},{""indexed"":false,""internalType"":""uint32"",""name"":""leafIndex"",""type"":""uint32""},{""indexed"":false,""internalType"":""uint256"",""name"":""timestamp"",""type"":""uint256""}],""name"":""Deposit"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":true,""internalType"":""address"",""name"":""recipient"",""type"":""address""},{""indexed"":false,""internalType"":""bytes32"",""name"":""nullifierHash"",""type"":""bytes32""},{""indexed"":false,""internalType"":""uint256"",""name"":""timestamp"",""type"":""uint256""}],""name"":""StakedWithdrawal"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":true,""internalType"":""address"",""name"":""recipient"",""type"":""address""},{""indexed"":false,""internalType"":""bytes32"",""name"":""nullifierHash"",""type"":""bytes32""}],""name"":""UnstakedWithdrawal"",""type"":""event""},{""anonymous"":false,""inputs"":[{""indexed"":false,""internalType"":""address"",""name"":""to"",""type"":""address""},{""indexed"":false,""internalType"":""bytes32"",""name"":""nullifierHash"",""type"":""bytes32""},{""indexed"":true,""internalType"":""address"",""name"":""relayer"",""type"":""address""},{""indexed"":false,""internalType"":""uint256"",""name"":""fee"",""type"":""uint256""}],""name"":""Withdrawal"",""type"":""event""},{""constant"":true,""inputs"":[],""name"":""FIELD_SIZE"",""outputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""ROOT_HISTORY_SIZE"",""outputs"":[{""internalType"":""uint32"",""name"":"""",""type"":""uint32""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""ZERO_VALUE"",""outputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""address"",""name"":""_newOperator"",""type"":""address""}],""name"":""changeOperator"",""outputs"":[],""payable"":false,""stateMutability"":""nonpayable"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""name"":""commitments"",""outputs"":[{""internalType"":""bool"",""name"":"""",""type"":""bool""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""currentRootIndex"",""outputs"":[{""internalType"":""uint32"",""name"":"""",""type"":""uint32""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""denomination"",""outputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""bytes32"",""name"":""_commitment"",""type"":""bytes32""}],""name"":""deposit"",""outputs"":[],""payable"":true,""stateMutability"":""payable"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""name"":""filledSubtrees"",""outputs"":[{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""getLastRoot"",""outputs"":[{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""getStakedCount"",""outputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""governance"",""outputs"":[{""internalType"":""address"",""name"":"""",""type"":""address""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""bytes32"",""name"":""_left"",""type"":""bytes32""},{""internalType"":""bytes32"",""name"":""_right"",""type"":""bytes32""}],""name"":""hashLeftRight"",""outputs"":[{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""payable"":false,""stateMutability"":""pure"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""bytes32"",""name"":""_root"",""type"":""bytes32""}],""name"":""isKnownRoot"",""outputs"":[{""internalType"":""bool"",""name"":"""",""type"":""bool""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""bytes32"",""name"":""_nullifierHash"",""type"":""bytes32""}],""name"":""isSpent"",""outputs"":[{""internalType"":""bool"",""name"":"""",""type"":""bool""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""bytes32[]"",""name"":""_nullifierHashes"",""type"":""bytes32[]""}],""name"":""isSpentArray"",""outputs"":[{""internalType"":""bool[]"",""name"":""spent"",""type"":""bool[]""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""levels"",""outputs"":[{""internalType"":""uint32"",""name"":"""",""type"":""uint32""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""nextIndex"",""outputs"":[{""internalType"":""uint32"",""name"":"""",""type"":""uint32""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""name"":""nullifierHashes"",""outputs"":[{""internalType"":""bool"",""name"":"""",""type"":""bool""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""operator"",""outputs"":[{""internalType"":""address"",""name"":"""",""type"":""address""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""reserve"",""outputs"":[{""internalType"":""address"",""name"":"""",""type"":""address""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""rewarder"",""outputs"":[{""internalType"":""contract IReward"",""name"":"""",""type"":""address""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""name"":""roots"",""outputs"":[{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""contract IERC20"",""name"":""_token"",""type"":""address""},{""internalType"":""uint256"",""name"":""amount"",""type"":""uint256""}],""name"":""seize"",""outputs"":[],""payable"":false,""stateMutability"":""nonpayable"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""address"",""name"":""_governance"",""type"":""address""}],""name"":""setGovernance"",""outputs"":[],""payable"":false,""stateMutability"":""nonpayable"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""address"",""name"":""_newReserve"",""type"":""address""}],""name"":""setReserveAddress"",""outputs"":[],""payable"":false,""stateMutability"":""nonpayable"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""uint256"",""name"":""_withdrawalFee"",""type"":""uint256""}],""name"":""setWithdrawalFee"",""outputs"":[],""payable"":false,""stateMutability"":""nonpayable"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""bytes"",""name"":""_proof"",""type"":""bytes""},{""internalType"":""bytes32"",""name"":""_root"",""type"":""bytes32""},{""internalType"":""bytes32"",""name"":""_nullifierHash"",""type"":""bytes32""},{""internalType"":""address payable"",""name"":""_recipient"",""type"":""address""}],""name"":""stakeWithdraw"",""outputs"":[],""payable"":true,""stateMutability"":""payable"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""name"":""stakedNullifierHashOwner"",""outputs"":[{""internalType"":""address"",""name"":"""",""type"":""address""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""address"",""name"":"""",""type"":""address""},{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""name"":""stakedNullifierHashes"",""outputs"":[{""internalType"":""bool"",""name"":"""",""type"":""bool""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""bytes32"",""name"":""_nullifierHash"",""type"":""bytes32""}],""name"":""unstakeAndWithdraw"",""outputs"":[],""payable"":true,""stateMutability"":""payable"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""address"",""name"":""_newRewarder"",""type"":""address""}],""name"":""updateRewarder"",""outputs"":[],""payable"":false,""stateMutability"":""nonpayable"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""address"",""name"":""_newVerifier"",""type"":""address""}],""name"":""updateVerifier"",""outputs"":[],""payable"":false,""stateMutability"":""nonpayable"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""verifier"",""outputs"":[{""internalType"":""contract IVerifier"",""name"":"""",""type"":""address""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":false,""inputs"":[{""internalType"":""bytes"",""name"":""_proof"",""type"":""bytes""},{""internalType"":""bytes32"",""name"":""_root"",""type"":""bytes32""},{""internalType"":""bytes32"",""name"":""_nullifierHash"",""type"":""bytes32""},{""internalType"":""address payable"",""name"":""_recipient"",""type"":""address""},{""internalType"":""address payable"",""name"":""_relayer"",""type"":""address""},{""internalType"":""uint256"",""name"":""_fee"",""type"":""uint256""},{""internalType"":""uint256"",""name"":""_refund"",""type"":""uint256""}],""name"":""withdraw"",""outputs"":[],""payable"":true,""stateMutability"":""payable"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""withdrawalFee"",""outputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[],""name"":""withdrawalMax"",""outputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""payable"":false,""stateMutability"":""view"",""type"":""function""},{""constant"":true,""inputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""name"":""zeros"",""outputs"":[{""internalType"":""bytes32"",""name"":"""",""type"":""bytes32""}],""payable"":false,""stateMutability"":""view"",""type"":""function""}]"
